,True-Value,epoch-1,epoch-2,epoch-3,epoch-4
1149,0,0,0,0,0
1150,1,1,1,1,1
1151,0,0,0,1,0
1152,0,1,0,0,0
1153,0,0,0,0,0
1154,0,0,0,1,1
1155,0,1,0,1,1
1156,0,1,0,0,0
1157,0,0,0,0,0
1158,0,0,0,1,0
1159,0,1,0,1,1
1160,1,1,0,1,1
1161,0,0,0,0,0
1162,0,1,0,1,1
1163,0,1,1,1,1
1164,0,0,0,1,0
1165,0,1,1,1,1
1166,0,0,0,0,1
1167,0,0,0,0,0
1168,0,0,0,0,0
1169,1,1,1,1,1
1170,0,0,0,1,0
1171,0,0,0,0,0
1172,0,0,0,0,0
1173,0,1,1,1,1
1174,0,1,0,1,1
1175,1,1,1,1,1
1176,0,1,0,1,1
1177,1,1,1,1,1
1178,0,0,1,0,0
1179,0,0,0,1,1
1180,0,1,0,0,1
1181,0,1,1,0,0
1182,0,0,0,0,0
1183,0,1,0,1,0
1184,0,0,0,1,0
1185,1,1,1,1,1
1186,1,0,0,1,1
1187,0,1,0,0,0
1188,0,0,0,1,1
1189,0,0,0,0,0
1190,0,0,0,0,0
1191,1,1,1,1,1
1192,0,0,1,1,1
1193,1,1,1,1,1
1194,0,0,0,1,1
1195,0,0,0,1,0
1196,0,1,1,1,1
1197,1,1,0,0,0
1198,0,0,0,0,0
1199,0,0,0,1,0
1200,0,1,1,1,1
1201,0,0,0,0,0
1202,1,1,0,1,0
1203,0,1,0,0,1
1204,1,0,0,0,0
1205,0,0,0,1,1
1206,0,1,0,1,1
1207,0,1,1,1,1
1208,0,1,0,1,0
1209,0,0,0,1,1
1210,0,0,0,1,0
1211,1,1,0,1,1
1212,0,0,0,0,0
1213,1,1,0,1,1
1214,0,1,0,0,0
1215,0,0,0,0,0
1216,0,0,0,0,0
1217,0,1,1,1,0
1218,0,0,0,0,1
1219,0,0,0,1,1
1220,0,1,0,0,0
1221,0,1,0,1,1
1222,0,0,0,0,0
1223,0,1,0,0,0
1224,0,1,1,1,1
1225,0,0,0,0,0
1226,1,0,0,1,0
1227,0,1,0,1,1
1228,0,1,1,1,1
1229,0,0,0,1,1
1230,0,0,0,1,1
1231,0,0,0,0,0
1232,0,0,0,0,0
1233,0,0,0,1,0
1234,0,0,0,1,1
1235,0,0,0,1,0
1236,0,1,0,1,1
1237,0,1,1,1,0
1238,0,0,0,0,0
1239,0,0,0,0,0
1240,0,0,0,1,1
1241,0,0,0,0,0
1242,0,0,0,1,1
1243,0,1,1,1,1
1244,0,0,0,0,0
1245,0,1,1,1,1
1246,0,0,0,1,1
1247,0,0,1,1,1
1248,1,1,1,1,1
1249,0,0,0,0,0
1250,0,0,0,1,0
1251,1,0,0,0,0
1252,0,1,1,0,1
1253,0,0,0,0,0
1254,0,0,0,1,1
1255,0,0,0,0,0
1256,0,1,0,0,0
1257,0,0,0,0,0
1258,0,0,0,1,1
1259,0,0,0,0,0
1260,0,0,0,0,0
1261,0,0,0,0,0
1262,0,1,0,0,0
1263,0,1,0,0,0
1264,0,1,0,0,0
1265,0,1,0,0,1
1266,0,0,0,1,0
1267,0,0,1,1,1
1268,0,0,0,0,0
1269,0,1,1,1,0
1270,0,1,0,0,0
1271,0,1,0,0,0
1272,0,0,0,1,1
1273,1,1,1,1,1
1274,1,1,1,0,1
1275,0,0,0,1,1
1276,0,0,0,0,0
1277,0,0,1,1,1
1278,0,0,0,1,0
1279,0,0,0,1,1
1280,0,1,0,1,1
1281,1,0,0,0,1
1282,0,0,0,0,0
1283,0,0,0,1,0
1284,0,0,0,0,0
1285,0,1,0,0,0
1286,0,0,0,0,0
1287,1,1,1,1,1
1288,0,0,0,1,0
1289,0,1,0,0,0
1290,1,0,0,0,0
1291,1,1,1,1,1
1292,1,1,1,1,1
1293,0,0,0,1,0
1294,0,0,0,1,0
1295,0,1,1,1,1
1296,0,1,1,0,0
1297,0,0,1,0,1
1298,0,1,1,1,1
1299,0,0,0,1,1
1300,0,0,0,1,1
1301,0,0,0,0,1
1302,0,0,0,1,1
1303,0,0,0,1,0
1304,0,0,0,0,0
1305,0,0,0,0,1
1306,0,1,1,1,1
1307,0,1,0,0,1
1308,0,0,0,0,0
1309,0,1,1,1,0
1310,0,0,0,1,1
1311,1,0,0,1,0
1312,0,0,0,1,1
1313,0,1,1,1,0
1314,0,0,0,0,0
1315,0,1,1,1,1
1316,0,0,0,0,0
1317,1,1,0,1,0
1318,0,1,0,1,0
1319,0,1,0,0,0
1320,0,0,0,0,0
1321,1,1,1,1,1
1322,0,0,0,0,0
1323,1,1,1,1,1
1324,0,1,1,1,1
1325,0,0,0,0,0
1326,0,0,0,0,0
1327,0,1,1,1,1
1328,0,1,0,0,1
1329,0,1,1,0,0
1330,0,0,0,1,1
1331,1,1,0,1,1
1332,0,0,1,0,0
1333,0,0,1,1,1
1334,0,0,0,1,1
1335,1,0,0,1,0
1336,0,1,0,1,0
1337,1,1,0,1,1
1338,0,1,1,1,1
1339,0,1,0,0,1
1340,0,0,0,0,0
1341,1,1,0,1,0
1342,0,1,0,0,0
1343,1,1,1,1,1
1344,0,0,0,0,0
1345,1,0,1,1,1
1346,0,0,0,0,0
1347,0,0,0,1,1
1348,0,0,0,0,0
1349,0,0,0,0,0
1350,1,0,0,0,0
1351,1,0,0,0,0
1352,0,1,1,1,1
1353,0,1,0,0,1
1354,0,1,1,1,1
1355,0,0,0,0,0
1356,0,0,0,0,0
1357,0,1,1,1,1
1358,0,1,1,1,1
1359,0,0,0,0,0
1360,0,0,0,0,1
1361,0,0,0,1,1
1362,1,0,0,1,1
1363,0,1,0,0,0
1364,0,0,0,0,0
1365,0,1,1,1,1
1366,0,1,1,1,1
1367,1,1,1,1,1
1368,0,1,1,1,1
1369,0,1,0,1,1
1370,0,1,0,0,0
1371,1,0,1,1,1
1372,0,0,0,1,1
1373,0,1,0,0,1
1374,0,0,0,0,0
1375,0,1,1,1,1
1376,0,1,0,1,1
1377,0,0,0,1,0
1378,0,1,1,1,1
1379,0,1,0,0,1
1380,0,1,1,1,1
1381,0,1,0,1,1
1382,0,0,0,0,1
1383,0,1,0,1,1
1384,1,0,0,1,0
1385,0,0,0,0,0
1386,0,1,0,1,1
1387,0,1,1,1,1
1388,0,0,0,0,0
1389,0,1,0,1,1
1390,0,0,0,0,0
1391,0,0,0,0,0
1392,0,0,1,1,1
1393,1,0,0,1,1
1394,0,0,0,1,1
1395,0,0,0,0,0
1396,0,1,1,1,0
1397,0,0,0,0,0
1398,1,1,0,0,1
1399,1,0,0,0,1
